sampleid,perwt,ftotinc,incwage,inctot,sex,age,educ,eduyears,degfield,hoursworked,raceethnicity,married,nchild,nchlt5,famsize,occtype,indtype,inschool,movedlastyear,hadchildlastyear,marriedlastyear,divorcedlastyear,disability,head,spouse,ownershp,homeowner,healthins,nocoverage,commutingtime,foreignborn,citizenship,region,statefip,metrohomeplace,metropop,metroba18pc
13922,173,130100,100000,100300,male,35,4 years of college,16,business,48,nhblack,1,3,1,5,manufandinstallation,manufacture,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,20,0,1,pacific division,washington,1,3867046,39.11578
13923,25,58400,39000,39000,male,38,1 year of college,13,n/a,40,nhwhite,0,0,0,2,transportation,wholesaletrade,0,1,0,0,0,1,0,0,owned or being bought (loan),1,public/employer,0,30,0,1,east south central div,alabama,0,,
13924,47,283500,180000,180500,female,47,4 years of college,16,computer and information sciences,45,nhasian,1,1,0,3,businessfinance,finance,1,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,70,1,1,south atlantic division,maryland,1,6216710,47.067619
13925,45,59050,24000,24030,male,58,1 year of college,13,n/a,60,nhwhite,1,1,0,3,businessfinance,professional,0,0,0,0,0,0,1,0,owned or being bought (loan),1,individual only,0,90,0,1,pacific division,california,1,4580670,19.302816
13926,408,188000,150000,150000,male,39,1 year of college,13,n/a,45,nhwhite,1,0,0,2,salesandservicesandfood,retailtrade,0,0,0,0,0,0,1,0,rented,0,public/employer,0,20,0,1,middle atlantic division,new york,1,20320876,37.242645
13932,111,206000,15000,15000,female,33,5+ years of college,18,social sciences,40,nhwhite,1,0,0,4,educationlibrary,education,0,1,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,30,1,0,south atlantic division,maryland,1,6216710,47.067619
13933,136,40000,40000,40000,male,36,grade 12,12,n/a,45,nhnative,0,0,0,2,construction,construction,0,0,0,0,0,0,1,0,owned or being bought (loan),1,no coverage,1,20,0,1,mountain division,utah,1,666547,28.781639
13934,81,165000,165000,165000,male,59,1 year of college,13,n/a,50,nhwhite,1,0,0,1,businessfinance,hospitality,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,137,0,1,middle atlantic division,new jersey,1,6096120,35.061737
13935,28,62500,28500,28500,male,56,grade 12,12,n/a,40,nhwhite,1,0,0,2,transportation,retailtrade,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,west south central div,texas,1,2115827,40.612038
13936,60,40000,40000,40000,female,52,4 years of college,16,education administration and teaching,50,nhwhite,0,0,0,1,educationlibrary,education,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,5,0,1,middle atlantic division,pennsylvania,1,571903,29.663219
13937,152,166000,46000,46000,female,52,grade 12,12,n/a,40,hispanic,1,3,0,7,office,professional,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,7,0,1,pacific division,california,1,3337685,35.098385
13940,106,37000,25000,25000,female,53,grade 12,12,n/a,50,nhwhite,1,1,0,3,educationlibrary,education,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,55,0,1,south atlantic division,maryland,1,2808175,36.65374
13941,150,50500,20000,20000,female,30,1 year of college,13,n/a,60,nhwhite,1,1,1,3,artsrecreationmedia,professional,0,0,0,0,0,0,0,1,rented,0,public/employer,0,12,0,1,south atlantic division,florida,1,804690,31.328331
13942,24,164000,54000,54000,female,51,4 years of college,16,education administration and teaching,45,nhwhite,1,1,0,3,educationlibrary,education,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,10,0,1,east north central div,wisconsin,0,,
13944,77,183000,68000,68000,female,47,4 years of college,16,education administration and teaching,37,nhwhite,1,1,0,3,salesandservicesandfood,finance,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,east north central div,ohio,1,2078725,33.109127
13945,71,66000,36000,66000,female,56,2 years of college,14,n/a,38,nhwhite,0,0,0,1,office,education,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,15,0,1,middle atlantic division,new york,1,886188,34.473579
13948,86,16000,16000,16000,female,22,1 year of college,13,n/a,37,nhother,0,2,2,5,salesandservicesandfood,hospitality,1,1,0,0,0,0,1,0,rented,0,public/employer,0,7,0,1,east north central div,illinois,0,,
13949,46,137500,90000,90000,male,28,4 years of college,16,agriculture,40,nhwhite,1,1,1,3,construction,construction,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,12,0,1,south atlantic division,virginia,1,260116,23.508389
13950,123,40000,40000,40000,male,25,1 year of college,13,n/a,40,nhwhite,0,0,0,1,educationlibrary,education,0,1,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,35,0,1,pacific division,california,1,854223,30.228506
13951,158,205070,60000,60000,female,34,grade 12,12,n/a,40,nhwhite,1,1,1,3,businessfinance,finance,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,60,0,1,east north central div,wisconsin,1,1576236,32.979988
13954,39,128000,71000,71000,male,41,1 year of college,13,n/a,45,nhwhite,1,2,0,4,office,transportation,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,30,0,1,middle atlantic division,new jersey,1,840550,26.740967
13957,70,130000,65000,65000,male,44,5+ years of college,18,business,44,nhwhite,1,0,0,2,legal,professional,0,0,0,0,0,0,1,0,owned or being bought (loan),1,individual only,0,20,0,1,west south central div,louisiana,1,1275762,27.545013
13959,66,122900,70000,102900,male,53,5+ years of college,18,criminal justice and fire protection,40,nhwhite,1,0,0,2,protection,finance,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,40,0,1,middle atlantic division,new jersey,1,20320876,37.242645
13960,83,127600,123000,127600,male,36,5+ years of college,18,engineering,60,nhasian,0,0,0,1,educationlibrary,education,0,0,0,0,0,0,1,0,rented,0,public/employer,0,10,1,0,east north central div,indiana,0,,
13961,364,16000,12000,12000,male,42,grade 11,11,n/a,40,hispanic,1,0,0,4,construction,construction,0,0,0,0,0,0,0,1,owned or being bought (loan),1,no coverage,1,26,1,0,west south central div,texas,1,6892427,29.590622
13962,91,79640,18500,18540,female,57,grade 12,12,n/a,40,nhwhite,1,0,0,2,educationlibrary,health,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,5,0,1,middle atlantic division,pennsylvania,0,,
13964,118,120000,45000,45000,male,54,2 years of college,14,n/a,40,nhwhite,1,0,0,2,businessfinance,manufacture,0,1,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,7,0,1,east north central div,illinois,1,338291,20.128241
13965,142,36000,35000,36000,female,37,1 year of college,13,n/a,40,nhwhite,0,0,0,1,social,health,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,15,0,1,middle atlantic division,new york,1,1136856,30.23403
13966,49,156000,76000,76000,female,34,5+ years of college,18,computer and information sciences,40,nhasian,1,0,0,2,businessfinance,finance,0,1,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,15,1,0,new england division,massachusetts,1,4836531,44.245804
13967,169,150000,50000,50000,male,35,"grade 5, 6, 7, or 8",7.5,n/a,50,hispanic,1,3,0,5,manufandinstallation,manufacture,1,0,0,1,0,0,0,1,owned or being bought (loan),1,public/employer,0,70,0,1,pacific division,california,1,445458,24.477264
13969,121,25000,25000,25000,female,28,2 years of college,14,n/a,40,nhblack,0,0,0,1,health,health,0,0,0,0,0,0,1,0,rented,0,public/employer,0,5,0,1,east south central div,mississippi,0,,
13971,41,27000,20000,20000,female,23,grade 12,12,n/a,40,nhwhite,0,0,0,2,manufandinstallation,manufacture,0,1,0,0,0,0,0,0,rented,0,public/employer,0,35,0,1,east north central div,ohio,0,,
13972,96,,12700,12700,male,22,1 year of college,13,n/a,40,nhwhite,0,0,0,1,military,military,1,0,0,0,0,0,0,0,group quarter/institution,0,public/employer,0,15,0,1,mountain division,colorado,1,723878,34.997849
13974,42,30600,15000,15000,male,58,1 year of college,13,n/a,40,nhwhite,0,1,0,2,transportation,retailtrade,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,20,0,1,west north central div,minnesota,0,,
13975,17,74000,26000,26000,male,24,grade 12,12,n/a,40,nhwhite,0,0,0,2,manufandinstallation,manufacture,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,35,0,1,west north central div,iowa,0,,
13976,51,136000,136000,136000,male,46,4 years of college,16,environment and natural resources,40,nhwhite,1,3,1,5,businessfinance,professional,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,45,0,1,new england division,connecticut,0,,
13980,82,130600,70000,70000,female,55,grade 12,12,n/a,40,hispanic,1,0,0,3,manufandinstallation,manufacture,0,0,0,1,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,1,1,south atlantic division,florida,1,6158824,29.833658
13981,85,128500,125000,125000,male,35,4 years of college,16,medical and health sciences and services,50,nhwhite,1,0,0,2,science,manufacture,0,1,0,0,0,0,0,1,rented,0,public/employer,0,15,0,1,pacific division,california,1,445458,24.477264
13982,156,130000,75000,75000,female,39,5+ years of college,18,psychology,50,nhother,1,2,1,4,businessfinance,education,0,1,0,0,0,0,1,0,rented,0,public/employer,0,15,0,1,middle atlantic division,new york,1,20320876,37.242645
13983,145,17500,9800,9800,female,57,grade 12,12,n/a,40,nhblack,1,1,0,3,office,professional,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,0,0,1,west north central div,minnesota,1,3600618,38.914993
13985,317,105400,70000,70000,male,52,4 years of college,16,business,50,nhwhite,1,0,0,4,salesandservicesandfood,manufacture,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,10,0,1,east north central div,wisconsin,1,162309,19.355774
13986,70,30800,30000,30000,female,37,grade 12,12,n/a,40,nhwhite,0,1,0,2,office,health,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,20,0,1,west south central div,oklahoma,0,,
13988,25,161000,55000,55000,male,58,4 years of college,16,education administration and teaching,40,nhwhite,1,1,0,3,educationlibrary,education,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,47,0,1,east north central div,illinois,0,,
13991,107,150400,75000,75000,female,50,4 years of college,16,education administration and teaching,50,nhwhite,1,2,0,4,educationlibrary,education,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,15,0,1,east north central div,indiana,1,9533895,35.037014
13993,73,92200,31000,31000,female,60,1 year of college,13,n/a,40,nhwhite,1,1,0,3,office,otherservices,1,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,0,0,1,pacific division,california,1,13353907,31.398245
13996,37,150000,80000,80000,female,31,4 years of college,16,business,50,nhwhite,1,0,0,2,businessfinance,construction,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,20,0,1,east north central div,indiana,1,2027059,33.014378
13999,30,102000,17000,27000,female,44,2 years of college,14,n/a,40,nhwhite,1,1,0,3,health,health,0,0,0,0,0,0,0,1,rented,0,public/employer,0,45,0,1,middle atlantic division,new jersey,1,6096120,35.061737
14000,56,581360,481000,491000,male,49,4 years of college,16,architecture,60,nhwhite,1,3,0,5,salesandservicesandfood,wholesaletrade,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,150,0,1,middle atlantic division,pennsylvania,1,2333367,33.170727
14004,124,63000,63000,63000,male,58,5+ years of college,18,engineering,40,nhwhite,0,0,0,1,csmathengineering,manufacture,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,50,0,1,west north central div,missouri,1,2807216,32.106228
14007,74,89000,34000,34000,female,35,grade 12,12,n/a,40,nhwhite,1,3,0,5,office,information,0,0,0,0,0,1,0,1,owned or being bought (loan),1,public/employer,0,9,0,1,south atlantic division,virginia,1,1301540,33.900349
14009,59,66440,66000,66440,male,29,4 years of college,16,computer and information sciences,45,hispanic,0,0,0,1,military,military,0,1,0,0,0,0,1,0,rented,0,public/employer,0,20,0,1,mountain division,new mexico,0,,
14010,102,122000,70000,70000,male,35,grade 12,12,n/a,50,nhwhite,1,2,1,4,businessfinance,hospitality,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,5,0,1,east north central div,ohio,1,2180746,30.566542
14011,63,117000,45000,45000,female,43,2 years of college,14,n/a,40,hispanic,1,3,0,5,businessfinance,public,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,60,0,1,mountain division,new mexico,0,,
14012,101,120000,60000,60000,female,60,grade 12,12,n/a,50,nhwhite,1,0,0,2,businessfinance,construction,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,15,0,1,south atlantic division,north carolina,1,2525305,32.911201
14013,112,36000,36000,36000,male,51,4 years of college,16,social sciences,44,nhwhite,0,0,0,1,salesandservicesandfood,wholesaletrade,0,1,0,0,1,1,1,0,rented,0,individual only,0,5,0,1,pacific division,hawaii,1,988650,31.697355
14021,74,145000,80000,80000,female,48,5+ years of college,18,biology and life sciences,40,nhwhite,1,0,0,2,construction,construction,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,20,0,1,south atlantic division,georgia,1,600600,22.737768
14022,33,136600,39600,39600,female,45,2 years of college,14,n/a,40,nhother,1,0,0,2,manufandinstallation,manufacture,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,25,0,1,east south central div,alabama,0,,
14027,57,568250,566000,566250,male,52,4 years of college,16,fine arts,50,nhwhite,1,2,0,4,businessfinance,professional,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,35,0,1,new england division,massachusetts,1,4836531,44.245804
14030,100,63000,27000,27000,male,52,grade 12,12,n/a,40,nhwhite,1,0,0,2,transportation,manufacture,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,2,0,1,east north central div,indiana,0,,
14031,194,120000,25000,25000,male,19,"grade 5, 6, 7, or 8",7.5,n/a,40,nhwhite,0,0,0,5,office,transportation,0,1,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,5,0,1,east north central div,indiana,0,,
14035,335,97100,96000,96000,male,44,4 years of college,16,criminal justice and fire protection,50,nhblack,0,0,0,2,transportation,transportation,0,0,0,0,0,0,0,0,rented,0,no coverage,1,102,1,1,middle atlantic division,new york,1,20320876,37.242645
14036,93,38800,16000,16000,female,51,grade 9,9,n/a,40,hispanic,0,3,0,4,manufandinstallation,otherservices,0,0,0,0,0,0,1,0,rented,0,no coverage,1,15,1,0,middle atlantic division,new jersey,1,20320876,37.242645
14037,47,364500,110000,112000,male,40,4 years of college,16,business,50,nhwhite,1,2,1,4,salesandservicesandfood,manufacture,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,0,0,1,pacific division,california,1,1998463,47.724354
14040,213,12000,33000,33000,male,36,4 years of college,16,social sciences,40,nhwhite,0,0,0,2,office,health,0,0,0,0,0,0,0,0,rented,0,public/employer,0,25,0,1,middle atlantic division,new jersey,1,20320876,37.242645
14041,110,65000,35000,35000,female,39,grade 12,12,n/a,40,nhwhite,1,2,0,4,office,professional,0,0,0,0,0,0,1,0,rented,0,public/employer,0,25,0,1,south atlantic division,florida,1,2509831,29.181835
14042,76,27000,27000,27000,female,21,1 year of college,13,n/a,37,nhasian,0,0,0,1,office,health,1,1,0,0,0,0,0,0,rented,0,public/employer,0,45,1,0,east north central div,illinois,1,9533895,35.037014
14043,114,105000,32000,32000,male,38,grade 12,12,n/a,38,nhwhite,1,2,0,5,manufandinstallation,professional,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,24,0,1,west north central div,nebraska,1,934184,33.472443
14044,622,26000,26000,26000,male,32,1 year of college,13,n/a,45,nhwhite,0,0,0,1,construction,construction,0,0,0,0,0,0,0,0,rented,0,public/employer,0,90,0,1,middle atlantic division,pennsylvania,1,446078,23.974657
14045,128,64100,22400,22400,female,23,1 year of college,13,n/a,36,nhnative,1,0,0,5,health,health,0,0,0,1,0,0,0,0,owned or being bought (loan),1,no coverage,1,5,0,1,mountain division,montana,0,,
14048,59,7000,7000,7000,male,38,1 year of college,13,n/a,36,nhwhite,0,0,0,1,health,health,1,0,0,0,0,0,1,0,rented,0,individual only,0,40,0,1,west south central div,texas,1,860661,16.652811
14050,61,245800,72000,72000,female,55,grade 12,12,n/a,40,hispanic,1,2,0,4,salesandservicesandfood,retailtrade,0,0,0,0,0,0,1,0,owned or being bought (loan),1,individual only,0,60,0,1,mountain division,arizona,1,4737270,28.396246
14051,49,81000,80000,81000,female,28,4 years of college,16,"area, ethnic, and civilization studies",60,nhwhite,0,0,0,1,military,military,1,1,0,0,0,0,1,0,rented,0,public/employer,0,20,0,1,west south central div,oklahoma,0,,
14052,23,100000,60000,60000,male,54,2 years of college,14,n/a,40,nhwhite,1,1,0,5,transportation,transportation,0,1,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,10,0,1,east south central div,alabama,0,,
14053,246,7200,7200,7200,male,18,grade 12,12,n/a,60,hispanic,0,0,0,1,salesandservicesandfood,professional,0,1,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,30,0,1,mountain division,new mexico,1,215579,21.602684
14054,103,65000,45000,45000,female,50,"grade 5, 6, 7, or 8",7.5,n/a,71,hispanic,1,1,0,2,health,health,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,10,1,1,middle atlantic division,new york,1,20320876,37.242645
14060,76,155000,40000,40000,female,33,4 years of college,16,psychology,40,nhwhite,1,3,1,5,health,health,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,40,0,1,pacific division,california,1,3337685,35.098385
14062,52,66300,26000,26200,male,57,grade 12,12,n/a,40,nhwhite,1,0,0,2,office,finance,0,0,0,0,0,0,0,1,owned or being bought (loan),1,individual only,0,4,0,1,south atlantic division,florida,1,3091399,28.138767
14065,60,114400,23400,23400,female,49,n/a or no schooling,0,n/a,40,hispanic,1,3,0,5,salesandservicesandfood,hospitality,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,30,1,1,east north central div,illinois,1,9533895,35.037014
14067,73,118000,55000,55000,male,59,grade 12,12,n/a,45,nhwhite,1,0,0,2,transportation,transportation,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,45,0,1,south atlantic division,north carolina,0,,
14068,68,86100,42300,42300,male,29,grade 12,12,n/a,40,nhwhite,1,1,1,3,manufandinstallation,manufacture,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,15,0,1,east north central div,michigan,1,477656,30.657906
14070,428,15500,15500,15500,male,40,4 years of college,16,engineering,40,hispanic,0,0,0,1,csmathengineering,construction,0,0,0,0,0,0,0,0,rented,0,no coverage,1,10,1,0,west south central div,texas,1,842677,20.261576
14071,48,103000,48000,48000,female,54,1 year of college,13,n/a,40,nhwhite,1,0,0,2,office,transportation,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,17,0,1,south atlantic division,georgia,0,,
14073,476,85800,37000,37000,male,29,4 years of college,16,social sciences,40,hispanic,0,0,0,6,office,health,0,0,0,0,0,0,0,0,owned or being bought (loan),1,individual only,0,20,1,1,south atlantic division,florida,1,372880,35.120735
14074,133,52000,52000,52000,male,59,nursery school to grade 4,2.5,n/a,40,hispanic,0,2,0,3,transportation,retailtrade,0,0,0,0,0,0,1,0,rented,0,public/employer,0,15,1,1,pacific division,california,1,13353907,31.398245
14075,115,61100,40000,40050,female,63,5+ years of college,18,business,40,nhwhite,1,0,0,2,social,otherservices,0,0,0,0,0,1,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,east north central div,ohio,1,2058844,28.843008
14076,82,16000,16000,16000,female,30,grade 12,12,n/a,40,nhwhite,0,2,0,3,salesandservicesandfood,retailtrade,0,0,0,0,0,0,1,0,rented,0,public/employer,0,15,0,1,middle atlantic division,new jersey,1,6096120,35.061737
14077,46,132000,100000,100000,male,53,4 years of college,16,engineering,40,nhwhite,1,3,0,5,csmathengineering,information,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,25,0,1,pacific division,california,1,3337685,35.098385
14078,219,72000,23000,23000,female,56,1 year of college,13,n/a,40,hispanic,1,2,0,4,health,health,0,0,0,0,0,0,0,1,rented,0,public/employer,0,0,0,1,pacific division,california,1,13353907,31.398245
14079,52,83300,80000,83300,male,56,grade 12,12,n/a,45,nhwhite,0,0,0,1,businessfinance,manufacture,0,0,0,0,0,0,1,0,rented,0,public/employer,0,10,0,1,west south central div,texas,1,7400479,31.686863
14080,177,240000,120000,120000,female,49,5+ years of college,18,"english language, literature, and composition",40,nhwhite,1,2,0,4,businessfinance,health,0,1,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,10,0,1,east north central div,michigan,1,367627,46.263008
14081,68,133000,77000,133000,male,49,5+ years of college,18,"english language, literature, and composition",55,nhwhite,0,0,0,1,businessfinance,finance,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,22,0,1,pacific division,california,1,3337685,35.098385
14082,85,31000,31000,31000,female,55,grade 12,12,n/a,48,nhwhite,0,0,0,1,office,construction,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,15,0,1,south atlantic division,virginia,1,1301540,33.900349
14084,98,75200,75000,75200,male,32,5+ years of college,18,history,50,nhwhite,0,0,0,2,educationlibrary,education,1,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,35,0,1,new england division,massachusetts,1,4836531,44.245804
14086,82,108000,40000,40000,female,25,4 years of college,16,business,50,hispanic,0,0,0,4,office,health,0,1,0,0,0,0,0,0,rented,0,public/employer,0,20,0,1,pacific division,california,1,3337685,35.098385
14089,36,50000,50000,50000,female,36,4 years of college,16,medical and health sciences and services,38,nhwhite,0,0,0,1,health,health,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,west south central div,texas,1,7400479,31.686863
14094,57,128500,38000,108000,male,54,2 years of college,14,n/a,40,nhwhite,0,3,0,4,protection,education,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,middle atlantic division,new york,1,20320876,37.242645
14095,96,15000,26000,26000,male,36,grade 12,12,n/a,40,nhblack,0,4,1,6,salesandservicesandfood,hospitality,0,0,0,0,0,0,0,0,rented,0,public/employer,0,30,0,1,mountain division,colorado,1,723878,34.997849
14098,68,172800,121000,121000,male,59,4 years of college,16,communications,40,nhwhite,1,0,0,2,office,public,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,55,0,1,pacific division,california,1,13353907,31.398245
14103,56,106900,89000,89000,male,54,4 years of college,16,social sciences,45,nhwhite,1,1,0,3,businessfinance,manufacture,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,10,0,1,east north central div,illinois,1,9533895,35.037014
14109,35,127200,120000,120000,male,57,1 year of college,13,n/a,40,nhasian,1,0,0,2,protection,public,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,35,0,1,pacific division,hawaii,0,,
14111,75,147500,48000,48000,male,37,4 years of college,16,business,40,hispanic,1,2,0,4,csmathengineering,professional,0,1,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,10,1,1,west north central div,missouri,1,2126945,34.216198
14116,96,110700,59000,59000,male,62,grade 12,12,n/a,41,nhwhite,1,0,0,4,businessfinance,professional,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,20,0,1,pacific division,california,1,4580670,19.302816
14119,52,74000,34000,34000,female,64,grade 12,12,n/a,40,nhwhite,1,0,0,2,manufandinstallation,manufacture,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,25,0,1,south atlantic division,west virginia,0,,
14121,72,104500,35000,35000,female,63,4 years of college,16,business,38,nhwhite,1,0,0,2,office,education,0,0,0,0,0,0,0,1,owned or being bought (loan),1,individual only,0,45,0,1,south atlantic division,south carolina,1,895923,26.278257
14123,198,114000,79000,79000,male,37,2 years of college,14,n/a,53,nhwhite,1,3,1,5,transportation,professional,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,middle atlantic division,pennsylvania,1,2333367,33.170727
14124,274,50000,25000,25000,male,52,grade 12,12,n/a,40,nhblack,1,3,0,5,manufandinstallation,retailtrade,0,0,0,0,0,0,0,1,rented,0,public/employer,0,25,1,1,east north central div,ohio,1,2078725,33.109127
14126,60,75000,75000,75000,male,31,4 years of college,16,engineering,40,nhwhite,1,2,2,4,businessfinance,professional,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,mountain division,colorado,1,2888227,40.913242
14128,43,37000,37000,37000,male,29,4 years of college,16,biology and life sciences,40,nhwhite,0,0,0,1,science,health,1,0,0,0,0,0,1,0,rented,0,public/employer,0,5,0,1,middle atlantic division,new york,1,20320876,37.242645
14129,28,,20800,20800,male,22,grade 12,12,n/a,40,nhblack,0,0,0,1,salesandservicesandfood,health,1,1,0,0,0,0,0,0,group quarter/institution,0,public/employer,0,25,0,1,south atlantic division,virginia,1,1301540,33.900349
14130,28,75000,25000,25000,female,26,1 year of college,13,n/a,40,nhwhite,1,0,0,2,businessfinance,hospitality,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,30,0,1,east north central div,michigan,0,,
14131,53,133000,97000,97000,male,58,grade 12,12,n/a,40,nhwhite,1,0,0,2,businessfinance,construction,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,60,0,1,south atlantic division,virginia,1,6216710,47.067619
14133,171,159000,95000,145000,male,60,grade 12,12,n/a,60,nhblack,1,0,0,2,businessfinance,transportation,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,15,0,1,middle atlantic division,pennsylvania,1,417854,22.093346
14134,51,100100,72000,72000,male,54,grade 12,12,n/a,40,nhwhite,0,0,0,2,businessfinance,manufacture,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,45,0,1,west north central div,minnesota,1,3600618,38.914993
14135,127,98000,65000,65000,male,34,4 years of college,16,business,40,nhwhite,1,1,1,3,salesandservicesandfood,finance,0,0,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,15,0,1,mountain division,utah,1,1203105,32.006603
14136,56,355000,225000,305000,male,64,4 years of college,16,biology and life sciences,55,nhwhite,1,0,0,2,construction,construction,0,1,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,5,0,1,south atlantic division,north carolina,1,2525305,32.911201
14138,116,269600,184000,190600,male,60,5+ years of college,18,communications,45,nhwhite,1,1,0,4,health,health,0,0,0,0,0,0,1,0,rented,0,public/employer,0,0,0,1,pacific division,oregon,0,,
14139,118,92110,92000,92110,female,58,4 years of college,16,business,45,nhwhite,0,0,0,1,businessfinance,manufacture,0,0,0,0,0,0,1,0,rented,0,public/employer,0,35,0,1,pacific division,california,1,504217,33.075661
14141,97,133000,40000,40000,female,45,2 years of college,14,n/a,40,nhwhite,1,2,0,4,health,education,0,0,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,15,0,1,west south central div,texas,1,318011,25.372372
14143,85,257800,220000,240000,male,56,5+ years of college,18,"english language, literature, and composition",50,hispanic,1,0,0,2,businessfinance,finance,0,1,0,0,0,0,0,1,owned or being bought (loan),1,public/employer,0,75,1,1,middle atlantic division,new jersey,1,20320876,37.242645
14146,139,126800,110000,110000,female,48,4 years of college,16,communications,40,nhasian,1,1,0,3,businessfinance,professional,0,1,0,0,0,0,1,0,owned or being bought (loan),1,public/employer,0,0,1,1,pacific division,california,1,4580670,19.302816
14147,156,83000,35000,35000,female,37,2 years of college,14,n/a,40,nhwhite,0,0,0,3,office,retailtrade,0,0,0,0,0,0,0,0,owned or being bought (loan),1,public/employer,0,45,0,1,south atlantic division,maryland,1,2808175,36.65374
